time_s,ax,ay,az,gx,gy,gz,current,voltage,power,label
61.202,-44.0,-1748.0,22328.0,-170.0,-266.0,22.0,0.129,12.24,1.58,normal
61.311,-2808.0,-880.0,23380.0,-340.0,-618.0,175.0,0.177,12.27,1.84,normal
61.419,2820.0,-1184.0,19928.0,-465.0,374.0,-152.0,0.263,12.32,3.24,normal
61.526,20.0,320.0,21016.0,-365.0,-214.0,-64.0,0.333,12.35,4.12,normal
61.635,2104.0,408.0,21488.0,-541.0,748.0,-123.0,0.386,12.36,4.77,normal
61.743,260.0,-1460.0,21552.0,-101.0,6.0,-109.0,0.438,12.36,5.41,normal
61.851,1996.0,-760.0,20788.0,-491.0,539.0,-172.0,0.426,12.35,5.26,normal
61.959,-1924.0,100.0,22624.0,-638.0,-180.0,-206.0,0.382,12.33,4.71,normal
62.067,2096.0,-640.0,20684.0,-164.0,382.0,-81.0,0.229,12.28,2.81,normal
62.175,228.0,172.0,20024.0,-418.0,-215.0,-131.0,0.172,12.27,2.1,normal
62.283,1932.0,-808.0,19116.0,-196.0,50.0,115.0,0.146,12.23,1.79,normal
62.391,2188.0,-2220.0,23176.0,-568.0,1311.0,114.0,0.126,12.24,1.49,normal
62.499,-1128.0,-1112.0,21860.0,-379.0,200.0,-120.0,0.157,12.26,1.92,normal
62.607,280.0,-924.0,22760.0,-253.0,767.0,-145.0,0.198,12.29,2.44,normal
62.715,2188.0,408.0,21524.0,-349.0,551.0,-68.0,0.265,12.32,3.26,normal
62.823,692.0,-2528.0,22776.0,-174.0,915.0,-138.0,0.405,12.36,5.01,normal
62.93,-352.0,460.0,21472.0,-489.0,126.0,-38.0,0.421,12.37,5.21,normal
63.039,432.0,308.0,20168.0,-481.0,178.0,100.0,0.406,12.36,5.01,normal
63.147,156.0,-2080.0,23108.0,13.0,-427.0,-133.0,0.357,12.33,4.4,normal
63.255,-5484.0,-460.0,26628.0,-239.0,-781.0,-19.0,0.269,12.3,3.3,normal
63.364,812.0,-604.0,21084.0,-490.0,697.0,-215.0,0.195,12.26,2.39,normal
63.472,1264.0,-252.0,23668.0,-543.0,391.0,-284.0,0.14,12.26,1.72,normal
63.58,2628.0,-1252.0,20212.0,-528.0,633.0,-73.0,0.137,12.24,1.68,normal
63.688,-316.0,-532.0,23128.0,-72.0,-271.0,-136.0,0.151,12.26,1.85,normal
63.794,392.0,696.0,21368.0,-484.0,-49.0,23.0,0.2,12.28,2.46,normal
63.904,3380.0,-516.0,19208.0,-351.0,395.0,-85.0,0.333,12.34,4.11,normal
64.012,-1272.0,-308.0,23120.0,-248.0,-113.0,-223.0,0.393,12.36,4.86,normal
64.12,708.0,-612.0,21352.0,-531.0,171.0,-14.0,0.44,12.36,5.43,normal
64.228,-5720.0,-1140.0,29292.0,-188.0,-1005.0,-254.0,0.401,12.34,4.95,normal
64.336,8524.0,3136.0,15104.0,-523.0,1526.0,471.0,0.266,12.29,3.26,normal
64.445,-120.0,-1280.0,22208.0,-355.0,139.0,-147.0,0.198,12.27,2.42,normal
64.552,2416.0,404.0,21496.0,-602.0,461.0,-31.0,0.149,12.23,1.82,normal
64.661,-452.0,-1252.0,22316.0,-332.0,2.0,-53.0,0.124,12.24,1.52,normal
64.769,640.0,-1500.0,22476.0,-155.0,142.0,-221.0,0.146,12.25,1.79,normal
64.877,2280.0,296.0,21748.0,-588.0,339.0,-238.0,0.183,12.28,2.25,normal
64.985,-520.0,52.0,21280.0,-281.0,-147.0,-91.0,0.32,12.34,3.96,normal
65.093,852.0,-1588.0,21944.0,-344.0,-27.0,-42.0,0.384,12.36,4.74,normal
65.202,-5808.0,-484.0,27808.0,-390.0,-809.0,-122.0,0.43,12.37,5.31,normal
65.31,-1840.0,820.0,23104.0,-413.0,4.0,-93.0,0.418,12.35,5.33,normal
65.418,5160.0,320.0,20808.0,-534.0,1001.0,-309.0,0.344,12.32,4.23,normal
65.525,3832.0,20.0,19840.0,-401.0,980.0,48.0,0.252,12.29,3.09,normal
65.634,896.0,-1160.0,20288.0,-313.0,370.0,-39.0,0.186,12.24,2.27,normal
65.742,3812.0,-1680.0,20784.0,-366.0,658.0,-154.0,0.129,12.23,1.58,normal
65.85,1700.0,-2156.0,22764.0,-215.0,755.0,-260.0,0.129,12.24,1.59,normal
65.958,1312.0,648.0,20812.0,-260.0,28.0,-44.0,0.165,12.27,2.03,normal
66.066,2072.0,-744.0,20072.0,-292.0,329.0,127.0,0.301,12.33,3.72,normal
66.174,-4736.0,1068.0,26056.0,-457.0,-211.0,-228.0,0.35,12.35,4.32,normal
66.282,-5412.0,-160.0,22480.0,-358.0,-934.0,-58.0,0.418,12.36,5.16,normal
66.39,-596.0,-1124.0,23532.0,-201.0,137.0,-8.0,0.427,12.36,5.31,normal
66.498,-1600.0,364.0,22196.0,-340.0,-285.0,-87.0,0.407,12.34,5.01,normal
66.606,636.0,-496.0,20240.0,-335.0,-54.0,-102.0,0.325,12.32,3.99,normal
66.714,-416.0,-436.0,22332.0,-450.0,48.0,-56.0,0.238,12.26,2.92,normal
66.822,2276.0,92.0,20804.0,-484.0,-45.0,21.0,0.144,12.24,1.76,normal
66.931,-1620.0,-1336.0,22120.0,-198.0,-35.0,-90.0,0.124,12.23,1.51,normal
67.039,-264.0,556.0,22232.0,-299.0,231.0,-224.0,0.138,12.24,1.69,normal
67.147,2744.0,-1860.0,18760.0,-294.0,946.0,12.0,0.19,12.29,2.34,normal
67.255,3184.0,2028.0,17088.0,-491.0,-476.0,-241.0,0.275,12.33,3.38,normal
67.363,88.0,-1664.0,23608.0,-311.0,1.0,-221.0,0.343,12.35,4.24,normal
67.471,2596.0,-1364.0,19836.0,-349.0,10.0,0.0,0.418,12.37,4.68,normal
67.579,-336.0,-588.0,22540.0,-197.0,31.0,-116.0,0.422,12.36,5.21,normal
67.687,-2028.0,496.0,23820.0,-503.0,-27.0,-267.0,0.419,12.34,5.17,normal
67.795,884.0,-364.0,19308.0,-396.0,215.0,-136.0,0.328,12.3,4.04,normal
67.903,-1568.0,-5200.0,23472.0,-298.0,-27.0,-236.0,0.196,12.26,2.4,normal
68.012,2280.0,-364.0,20060.0,-233.0,553.0,93.0,0.143,12.24,1.75,normal
68.12,-1580.0,-216.0,26032.0,-499.0,-306.0,-195.0,0.123,12.24,1.5,normal
68.227,2952.0,-552.0,21100.0,-203.0,677.0,-170.0,0.159,12.26,1.94,normal
68.336,-4316.0,-228.0,23272.0,-572.0,-893.0,-113.0,0.224,12.3,2.76,normal
68.443,1240.0,-316.0,22084.0,-523.0,157.0,-39.0,0.303,12.34,3.74,normal
68.551,2080.0,516.0,19696.0,-376.0,801.0,-139.0,0.399,12.36,4.5,normal
68.659,156.0,-2496.0,21788.0,-244.0,183.0,-69.0,0.421,12.36,5.2,normal
68.768,488.0,-2596.0,21564.0,-251.0,394.0,-185.0,0.425,12.36,5.25,normal
68.876,-1760.0,-324.0,24480.0,-243.0,-50.0,-366.0,0.41,12.32,5.06,normal
68.984,2312.0,168.0,19760.0,-420.0,370.0,-98.0,0.235,12.29,2.88,normal
69.092,2532.0,968.0,19660.0,-313.0,410.0,168.0,0.175,12.24,2.14,normal
69.2,-944.0,-1700.0,20632.0,-160.0,286.0,-37.0,0.128,12.24,1.57,normal
69.308,1096.0,140.0,20684.0,-508.0,-111.0,-54.0,0.14,12.25,1.71,normal
69.416,2596.0,-184.0,19640.0,-262.0,462.0,-21.0,0.178,12.28,2.19,normal
69.524,-484.0,68.0,20228.0,-468.0,-18.0,-89.0,0.277,12.32,3.42,normal
69.632,436.0,-264.0,21864.0,-562.0,345.0,-31.0,0.384,12.36,4.4,normal
69.74,3504.0,-360.0,20120.0,-322.0,1090.0,-284.0,0.429,12.36,5.31,normal
69.848,572.0,-2220.0,23788.0,-282.0,-209.0,-255.0,0.419,12.35,5.17,normal
69.956,2384.0,-1652.0,20012.0,-538.0,155.0,-11.0,0.364,12.31,4.48,normal
70.064,-668.0,-480.0,21588.0,-227.0,-73.0,-203.0,0.202,12.27,2.47,normal
70.172,2076.0,1460.0,20412.0,-592.0,736.0,-51.0,0.145,12.24,1.77,normal
70.281,-40.0,196.0,20860.0,-307.0,106.0,-85.0,0.121,12.24,1.48,normal
70.389,-320.0,-1072.0,20900.0,-368.0,-314.0,-44.0,0.169,12.27,2.08,normal
70.498,-1784.0,-1056.0,22524.0,-468.0,-363.0,-107.0,0.252,12.31,3.11,normal
70.605,948.0,-44.0,22576.0,-234.0,480.0,-105.0,0.382,12.36,4.72,normal
70.714,1276.0,-836.0,20408.0,-278.0,321.0,41.0,0.439,12.36,5.19,normal
70.822,1808.0,-768.0,18256.0,-471.0,546.0,-129.0,0.386,12.34,4.75,normal
70.93,2244.0,-2284.0,22788.0,-385.0,244.0,-149.0,0.313,12.32,3.85,normal
71.037,1380.0,-228.0,20412.0,-327.0,-289.0,-59.0,0.22,12.28,2.7,normal
71.145,480.0,-752.0,22032.0,-534.0,511.0,-161.0,0.132,12.23,1.61,normal
71.254,560.0,-2352.0,21068.0,-236.0,338.0,26.0,0.117,12.26,1.43,normal
71.362,4872.0,780.0,19296.0,-142.0,1176.0,-86.0,0.165,12.27,2.03,normal
71.47,2736.0,-232.0,20708.0,-393.0,416.0,-38.0,0.307,12.34,3.79,normal
71.578,-568.0,-828.0,22580.0,-662.0,-195.0,-93.0,0.388,12.36,4.79,normal
71.686,1724.0,-1172.0,21488.0,-266.0,724.0,-123.0,0.425,12.36,5.26,normal
71.795,-1416.0,-916.0,19484.0,-485.0,-196.0,-200.0,0.425,12.34,5.27,normal
71.902,-1072.0,-1684.0,23180.0,-135.0,47.0,-66.0,0.304,12.32,3.74,normal
72.009,4492.0,644.0,18592.0,-388.0,1256.0,67.0,0.229,12.28,2.8,normal
72.118,4700.0,768.0,20176.0,-386.0,1003.0,37.0,0.159,12.24,1.95,normal
72.226,704.0,-1428.0,20340.0,-319.0,533.0,-79.0,0.122,12.24,1.49,normal
72.335,1736.0,1068.0,22052.0,-491.0,556.0,-135.0,0.152,12.25,1.87,normal
72.443,4336.0,-824.0,17968.0,-307.0,1162.0,2.0,0.218,12.3,2.69,normal
72.551,-12.0,-1656.0,20912.0,-229.0,-463.0,96.0,0.363,12.35,4.48,normal
72.659,-4868.0,1268.0,24036.0,-318.0,-1032.0,-38.0,0.417,12.37,5.15,normal
72.767,4060.0,464.0,18496.0,-375.0,580.0,10.0,0.417,12.36,5.15,normal
72.875,-1812.0,-620.0,23732.0,-324.0,-253.0,-148.0,0.357,12.33,5.1,normal
72.983,1164.0,-1248.0,21408.0,-146.0,469.0,-73.0,0.267,12.3,3.28,normal
73.091,280.0,-796.0,22292.0,-637.0,512.0,-26.0,0.197,12.26,2.42,normal
73.199,2096.0,-288.0,20352.0,-435.0,514.0,-51.0,0.146,12.24,1.79,normal
73.307,-276.0,-3992.0,21088.0,-236.0,87.0,-266.0,0.128,12.24,1.57,normal
73.415,2492.0,-736.0,19676.0,-177.0,272.0,-39.0,0.156,12.26,1.92,normal
73.523,4572.0,232.0,23548.0,-457.0,1219.0,-76.0,0.222,12.3,2.73,normal
73.631,2980.0,-1960.0,20832.0,-124.0,393.0,59.0,0.36,12.35,4.44,normal
73.739,-500.0,-240.0,23772.0,-603.0,376.0,-45.0,0.416,12.36,5.14,normal
73.847,564.0,-892.0,21352.0,-553.0,52.0,-68.0,0.427,12.36,5.28,normal
73.955,4128.0,-1472.0,20656.0,-233.0,634.0,2.0,0.351,12.32,4.94,normal
74.063,-56.0,-840.0,22900.0,-147.0,-27.0,-8.0,0.246,12.29,3.02,normal
74.171,2240.0,124.0,20476.0,-461.0,74.0,82.0,0.167,12.25,2.04,normal
74.28,1872.0,-812.0,20388.0,-401.0,635.0,-187.0,0.128,12.24,1.57,normal
74.388,2712.0,-816.0,20500.0,-528.0,-123.0,165.0,0.146,12.25,1.79,normal
74.496,4472.0,-1004.0,19060.0,-422.0,957.0,-13.0,0.198,12.29,2.44,normal
74.604,-316.0,-872.0,23472.0,-469.0,-409.0,-149.0,0.305,12.34,3.77,normal
74.712,2024.0,480.0,19064.0,-229.0,427.0,-185.0,0.409,12.37,5.06,normal
74.82,1436.0,-304.0,20040.0,-351.0,265.0,-86.0,0.438,12.36,5.4,normal
74.928,3996.0,-72.0,19352.0,-440.0,606.0,-35.0,0.4,12.34,4.93,normal
75.036,684.0,-832.0,21616.0,-171.0,331.0,-155.0,0.23,12.29,3.41,normal
75.146,1696.0,-1316.0,19952.0,-532.0,602.0,-29.0,0.164,12.25,2.01,normal
75.252,3184.0,-1108.0,21268.0,-496.0,453.0,-239.0,0.126,12.24,1.55,normal
75.361,-4532.0,-2432.0,26160.0,-174.0,-935.0,-182.0,0.131,12.26,1.61,normal
75.47,-1044.0,-108.0,22464.0,-355.0,-239.0,-109.0,0.282,12.33,3.48,normal
75.578,2724.0,-1724.0,20660.0,-326.0,714.0,-157.0,0.372,12.35,4.6,normal
75.686,596.0,-1864.0,22356.0,-211.0,406.0,-110.0,0.437,12.37,5.4,normal
75.794,-916.0,-652.0,22300.0,-189.0,-471.0,-102.0,0.408,12.35,5.03,normal
75.902,-1216.0,-1304.0,23052.0,-402.0,286.0,0.0,0.317,12.32,3.9,normal
76.01,1504.0,340.0,20800.0,-125.0,730.0,-39.0,0.216,12.27,2.64,normal
76.118,2144.0,-776.0,22180.0,-272.0,116.0,-79.0,0.131,12.23,1.83,normal
76.226,3740.0,196.0,22684.0,-302.0,572.0,-202.0,0.126,12.24,1.54,normal
76.334,-3160.0,-1064.0,23136.0,-337.0,-612.0,33.0,0.154,12.26,1.89,normal
76.442,940.0,-1536.0,20820.0,-80.0,96.0,-74.0,0.229,12.29,2.82,normal
76.55,1544.0,-112.0,21020.0,-340.0,114.0,-49.0,0.369,12.35,4.56,normal
76.658,-1676.0,404.0,21836.0,-576.0,-367.0,-73.0,0.415,12.37,5.12,normal
76.766,1092.0,-1884.0,20500.0,-214.0,221.0,-160.0,0.438,12.36,5.4,normal
76.874,-760.0,500.0,23036.0,-165.0,-3.0,-266.0,0.369,12.33,4.54,normal
76.982,-6448.0,184.0,21092.0,-375.0,-1472.0,44.0,0.272,12.29,3.34,normal
77.09,-2396.0,-988.0,24480.0,-422.0,279.0,-190.0,0.188,12.26,2.3,normal
77.198,3580.0,-2124.0,21572.0,-350.0,804.0,-284.0,0.124,12.23,1.66,normal
77.306,3664.0,824.0,19560.0,-534.0,229.0,-6.0,0.129,12.26,1.58,normal
77.414,-920.0,-324.0,21992.0,-382.0,-176.0,17.0,0.182,12.3,2.24,normal
77.522,1720.0,368.0,22540.0,-623.0,654.0,-142.0,0.302,12.34,3.73,normal
77.631,-308.0,-864.0,20720.0,-218.0,-76.0,-184.0,0.409,12.36,5.06,normal
77.739,3696.0,-1276.0,22556.0,-345.0,1182.0,-290.0,0.428,12.36,5.29,normal
77.846,1876.0,1696.0,17596.0,-155.0,-221.0,279.0,0.409,12.34,5.04,normal
77.954,588.0,-136.0,20460.0,-341.0,0.0,-44.0,0.253,12.29,3.1,normal
78.063,180.0,-852.0,21712.0,-287.0,120.0,-4.0,0.177,12.25,2.17,normal
78.171,608.0,-932.0,22248.0,-232.0,156.0,-162.0,0.13,12.24,1.59,normal
78.279,1840.0,-1180.0,21604.0,-240.0,430.0,-87.0,0.142,12.25,1.52,normal
78.387,868.0,1040.0,20652.0,-522.0,210.0,105.0,0.189,12.29,2.32,normal
78.495,304.0,-2048.0,19532.0,-229.0,211.0,-155.0,0.288,12.33,3.55,normal
78.603,2204.0,708.0,20300.0,-550.0,432.0,-36.0,0.374,12.35,4.62,normal
78.711,2692.0,-644.0,20772.0,-173.0,302.0,-19.0,0.401,12.36,4.96,normal
78.819,1364.0,464.0,20656.0,-152.0,96.0,-4.0,0.405,12.35,4.99,normal
78.927,3016.0,276.0,21260.0,-512.0,676.0,-84.0,0.322,12.31,3.96,normal
79.035,1320.0,-160.0,20200.0,-192.0,150.0,-51.0,0.185,12.26,2.26,normal
79.143,572.0,-900.0,21296.0,-373.0,276.0,-3.0,0.132,12.24,1.62,normal
79.251,1412.0,936.0,20960.0,-240.0,415.0,82.0,0.118,12.25,1.45,normal
79.36,1888.0,-1144.0,21428.0,-447.0,267.0,160.0,0.189,12.29,1.94,normal
79.467,3000.0,-20.0,19916.0,-462.0,387.0,130.0,0.297,12.33,3.66,normal
79.576,1116.0,-700.0,21668.0,-585.0,669.0,-113.0,0.391,12.36,4.83,normal
79.684,580.0,-2536.0,21944.0,-155.0,132.0,-203.0,0.419,12.36,5.19,normal
79.792,-948.0,-592.0,22672.0,-381.0,210.0,-153.0,0.417,12.35,5.13,normal
79.9,164.0,-896.0,21076.0,-334.0,185.0,-219.0,0.355,12.32,4.37,normal
80.008,644.0,1624.0,23268.0,-782.0,415.0,-61.0,0.247,12.28,3.02,normal
80.116,1132.0,-1124.0,21128.0,-238.0,329.0,-44.0,0.141,12.24,1.73,normal
80.224,-956.0,1200.0,20888.0,-368.0,-420.0,183.0,0.124,12.24,1.52,normal
80.332,1388.0,-924.0,21436.0,-314.0,485.0,-260.0,0.126,12.26,1.55,normal
80.44,820.0,-1392.0,20564.0,-473.0,512.0,-28.0,0.251,12.3,2.31,normal
80.548,-396.0,384.0,20416.0,-337.0,-25.0,-114.0,0.349,12.35,4.31,normal
80.656,4040.0,-876.0,20348.0,-156.0,967.0,-50.0,0.406,12.37,5.02,normal
80.764,-1664.0,-16.0,22280.0,-249.0,-72.0,-147.0,0.43,12.36,5.31,normal
80.872,1232.0,1652.0,18660.0,-522.0,607.0,39.0,0.348,12.33,4.29,normal
80.98,5556.0,56.0,15464.0,-552.0,-387.0,19.0,0.245,12.29,3.0,normal
81.089,-992.0,456.0,17316.0,-262.0,-726.0,-120.0,0.183,12.24,2.24,normal
81.197,-1208.0,-232.0,21620.0,-524.0,-97.0,-112.0,0.121,12.24,1.48,normal
81.304,364.0,200.0,22228.0,-568.0,-105.0,-95.0,0.14,12.25,1.71,normal
81.413,2268.0,-1096.0,20864.0,-355.0,438.0,-50.0,0.192,12.28,2.37,normal
81.521,2756.0,-256.0,20388.0,-381.0,591.0,-31.0,0.327,12.34,3.56,normal
81.629,1020.0,132.0,20464.0,-94.0,-142.0,-118.0,0.401,12.36,4.95,normal
81.737,28.0,312.0,25300.0,-350.0,550.0,-238.0,0.434,12.36,5.36,normal
81.845,-3548.0,-2124.0,23584.0,-314.0,-424.0,-154.0,0.427,12.33,5.26,normal
81.954,1656.0,-668.0,19780.0,-316.0,449.0,37.0,0.216,12.27,2.64,normal
82.062,-568.0,-2648.0,21364.0,-123.0,243.0,-84.0,0.153,12.24,1.87,normal
82.17,3148.0,-128.0,19976.0,-348.0,1126.0,-75.0,0.124,12.24,1.51,normal
82.278,-744.0,312.0,25400.0,-546.0,-207.0,-83.0,0.169,12.27,2.08,normal
82.386,-588.0,-916.0,22916.0,-431.0,473.0,-87.0,0.282,12.32,3.48,normal
82.495,-4912.0,-1596.0,25116.0,-194.0,-1324.0,71.0,0.374,12.35,4.62,normal
82.602,-428.0,-1552.0,23600.0,-242.0,155.0,-236.0,0.433,12.36,5.43,normal
82.71,3276.0,188.0,22356.0,-440.0,884.0,-262.0,0.403,12.34,4.96,normal
82.819,-2848.0,-1256.0,23492.0,-293.0,-368.0,-148.0,0.296,12.3,3.64,normal
82.927,-344.0,-388.0,21212.0,-307.0,-34.0,27.0,0.166,12.25,2.03,normal
83.036,-276.0,-368.0,21512.0,-72.0,-280.0,-171.0,0.123,12.24,1.5,normal
83.144,588.0,-392.0,22640.0,-528.0,653.0,-243.0,0.152,12.25,1.86,normal
83.252,448.0,-1268.0,20684.0,-222.0,115.0,-68.0,0.195,12.3,2.4,normal
83.36,-3956.0,424.0,23956.0,-609.0,-809.0,-83.0,0.348,12.35,4.3,normal
83.468,992.0,-2148.0,20300.0,-368.0,561.0,-137.0,0.408,12.37,5.05,normal
83.576,-144.0,548.0,22764.0,-335.0,-87.0,-128.0,0.442,12.36,5.46,normal
83.684,-700.0,-112.0,22248.0,-117.0,-120.0,-97.0,0.411,12.33,5.07,normal
83.792,-4160.0,240.0,25592.0,-560.0,-721.0,-209.0,0.274,12.3,3.37,normal
83.9,1696.0,-316.0,20824.0,-484.0,561.0,-28.0,0.192,12.26,2.36,normal
84.008,-2020.0,-352.0,25724.0,-388.0,27.0,-248.0,0.135,12.25,1.65,normal
84.116,2704.0,-1008.0,19944.0,-339.0,839.0,-83.0,0.135,12.24,1.65,normal
84.224,1464.0,-1236.0,19856.0,-268.0,677.0,-177.0,0.177,12.27,2.17,normal
84.332,2500.0,172.0,21876.0,-601.0,623.0,92.0,0.265,12.32,3.27,normal
84.44,1320.0,-412.0,20844.0,-413.0,275.0,-143.0,0.383,12.36,4.74,normal
84.548,-132.0,400.0,21692.0,-734.0,67.0,-84.0,0.437,12.37,5.4,normal
84.657,2704.0,-1068.0,20436.0,-356.0,473.0,-170.0,0.438,12.36,5.41,normal
84.764,552.0,380.0,21548.0,-217.0,691.0,-105.0,0.396,12.32,4.88,normal
84.873,3004.0,-2708.0,20432.0,-195.0,738.0,-103.0,0.235,12.28,2.89,normal
84.981,-244.0,-200.0,20640.0,-287.0,58.0,-112.0,0.166,12.25,2.03,normal
85.089,-908.0,-632.0,20844.0,-350.0,-103.0,-102.0,0.131,12.23,1.6,normal
85.196,880.0,-628.0,20596.0,-380.0,198.0,-95.0,0.143,12.25,1.76,normal
85.305,2476.0,-276.0,21324.0,-302.0,991.0,-6.0,0.195,12.29,2.4,normal
85.415,40.0,-1376.0,22032.0,-305.0,434.0,-80.0,0.294,12.33,3.63,normal
85.521,2276.0,-412.0,21136.0,-205.0,598.0,23.0,0.407,12.36,5.03,normal
85.629,192.0,-1884.0,20592.0,-485.0,-81.0,41.0,0.432,12.36,5.34,normal
85.737,-1524.0,-956.0,21148.0,-457.0,121.0,-11.0,0.417,12.35,5.13,normal
85.846,1076.0,-128.0,20800.0,-590.0,454.0,-15.0,0.278,12.3,3.99,normal
85.953,1928.0,-744.0,20692.0,-241.0,66.0,-3.0,0.192,12.27,2.35,normal
86.061,1456.0,-236.0,20932.0,-370.0,383.0,-176.0,0.141,12.25,1.72,normal
86.169,3396.0,340.0,19668.0,-272.0,539.0,-22.0,0.123,12.24,1.51,normal
86.278,-1584.0,1464.0,23216.0,-644.0,-39.0,-260.0,0.151,12.27,1.85,normal
86.386,2772.0,-1188.0,20704.0,-409.0,590.0,-90.0,0.218,12.3,2.68,normal
86.494,4184.0,320.0,19836.0,-346.0,722.0,-104.0,0.316,12.34,3.91,normal
86.602,-564.0,-2072.0,24160.0,-289.0,339.0,-162.0,0.393,12.37,4.86,normal
86.709,112.0,312.0,22064.0,-396.0,179.0,-42.0,0.434,12.36,5.35,normal
86.819,1288.0,-1808.0,21676.0,-617.0,849.0,-57.0,0.397,12.34,4.9,normal
86.926,996.0,-112.0,20420.0,-440.0,-373.0,-21.0,0.236,12.28,3.48,normal
87.034,-1788.0,1468.0,21072.0,-808.0,-862.0,197.0,0.17,12.24,2.08,normal
87.142,-912.0,-1172.0,21288.0,-288.0,185.0,-293.0,0.127,12.23,1.56,normal
87.25,1772.0,-140.0,22428.0,-235.0,660.0,-114.0,0.146,12.27,1.79,normal
87.358,1292.0,-1372.0,23004.0,-343.0,109.0,-112.0,0.221,12.3,2.73,normal
87.466,2256.0,-232.0,19952.0,-140.0,264.0,-32.0,0.344,12.34,4.25,normal
87.574,-3380.0,1296.0,24104.0,-613.0,-237.0,-115.0,0.396,12.36,4.89,normal
87.682,2404.0,-464.0,19024.0,-350.0,546.0,-95.0,0.437,12.35,5.39,normal
87.79,-76.0,296.0,21568.0,-440.0,488.0,-153.0,0.388,12.33,4.78,normal
87.898,1372.0,-2244.0,21332.0,-258.0,803.0,-229.0,0.285,12.3,3.5,normal
88.007,2632.0,-1212.0,18860.0,-244.0,516.0,-176.0,0.173,12.26,2.6,normal
88.114,268.0,-740.0,22624.0,-671.0,664.0,-78.0,0.132,12.24,1.62,normal
88.222,1124.0,-484.0,20836.0,-417.0,-88.0,45.0,0.127,12.24,1.56,normal
88.331,1248.0,368.0,21232.0,-569.0,880.0,-67.0,0.167,12.29,2.05,normal
88.439,-712.0,-1364.0,23292.0,-271.0,-331.0,74.0,0.298,12.34,3.68,normal
88.547,-1444.0,-1100.0,21996.0,-140.0,315.0,-285.0,0.384,12.36,4.75,normal
88.655,112.0,-772.0,22352.0,-344.0,-122.0,63.0,0.427,12.36,5.29,normal
88.763,-288.0,-604.0,21408.0,-225.0,-168.0,-216.0,0.412,12.35,5.09,normal
88.871,3520.0,224.0,19776.0,-345.0,729.0,-172.0,0.326,12.32,4.01,normal
88.979,1156.0,116.0,21708.0,-547.0,330.0,-126.0,0.226,12.28,2.77,normal
89.087,2952.0,588.0,18536.0,-283.0,600.0,-67.0,0.136,12.23,1.67,normal
89.196,2000.0,-748.0,20096.0,-459.0,207.0,-116.0,0.125,12.24,1.53,normal
89.303,-1696.0,-1264.0,23072.0,-317.0,23.0,-227.0,0.155,12.27,1.9,normal
89.411,-2640.0,440.0,24228.0,-522.0,-221.0,-76.0,0.246,12.33,3.03,normal
89.52,-3536.0,-1492.0,22200.0,-187.0,-418.0,-138.0,0.381,12.36,4.72,normal
89.628,-156.0,-940.0,22176.0,-301.0,235.0,-192.0,0.43,12.36,5.31,normal
89.737,-3296.0,-1020.0,24596.0,-557.0,-487.0,-174.0,0.406,12.34,5.01,normal
89.845,104.0,-1268.0,19408.0,-330.0,-83.0,56.0,0.208,12.27,2.55,normal
89.953,24.0,-924.0,22628.0,-458.0,299.0,-166.0,0.152,12.24,1.86,normal
90.062,-4472.0,-340.0,25808.0,-396.0,-332.0,-80.0,0.128,12.22,1.57,normal
90.169,5388.0,-460.0,15848.0,-246.0,856.0,28.0,0.138,12.27,1.69,normal
90.278,2008.0,-2440.0,22072.0,-288.0,816.0,-97.0,0.229,12.3,2.82,normal
90.386,880.0,-2032.0,22892.0,-163.0,142.0,-71.0,0.313,12.34,3.86,normal
90.493,628.0,-80.0,20916.0,-172.0,-9.0,-43.0,0.387,12.36,4.78,normal
90.602,1156.0,-288.0,20708.0,-501.0,388.0,-33.0,0.446,12.36,5.5,normal
90.71,-836.0,-2848.0,23456.0,-184.0,35.0,-166.0,0.39,12.34,4.8,normal
90.818,3652.0,-124.0,20224.0,-392.0,842.0,-23.0,0.282,12.31,3.47,normal
90.926,-2300.0,-1228.0,25012.0,-392.0,-640.0,-28.0,0.166,12.26,2.03,normal
91.034,-3296.0,-528.0,24252.0,-338.0,-167.0,-123.0,0.125,12.25,1.53,normal
91.142,108.0,160.0,20960.0,-579.0,-14.0,-22.0,0.133,12.24,1.63,normal
91.25,-1476.0,-616.0,22600.0,-413.0,312.0,-143.0,0.159,12.28,1.95,normal
91.358,1300.0,836.0,20800.0,-518.0,203.0,41.0,0.252,12.32,3.11,normal
91.467,572.0,-1308.0,22272.0,-588.0,484.0,69.0,0.35,12.35,4.33,normal
91.574,4072.0,-1436.0,17664.0,-417.0,769.0,203.0,0.404,12.37,5.0,normal
91.683,-4724.0,-3264.0,27760.0,-407.0,365.0,163.0,0.425,12.35,5.24,normal
91.79,400.0,-1832.0,21612.0,-251.0,-16.0,-70.0,0.353,12.33,4.34,normal
91.899,-484.0,-468.0,22344.0,-197.0,191.0,-159.0,0.237,12.28,2.91,normal
92.007,-616.0,-1252.0,22428.0,-241.0,-191.0,-204.0,0.14,12.24,1.72,normal
92.115,168.0,560.0,24028.0,-263.0,235.0,-188.0,0.119,12.25,1.45,normal
92.223,1660.0,-1296.0,21292.0,-287.0,634.0,-197.0,0.146,12.28,1.79,normal
92.331,-1236.0,4.0,17712.0,-330.0,-106.0,-87.0,0.3,12.33,3.04,normal
